Accession,Species,Length,Sequence_Type,Protein,Host,Isolation_Source,Collection_Date
QQQ47523.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-01
UFQ58889.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
UFQ59056.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
UFQ59746.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QYF52295.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY13457.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY13505.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY13529.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY13577.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY13804.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY13936.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY14056.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY14175.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY14257.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY14721.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY14853.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY14973.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY15210.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY15497.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY15820.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY15939.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY16046.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY16165.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY16177.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY16249.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY16273.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY16405.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY16608.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY16835.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY16859.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY17314.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY17600.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY17708.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY17900.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY17983.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY17995.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY18019.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY18079.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY18475.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY18523.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY18930.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY18954.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY19074.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY19205.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY19468.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY19670.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY19790.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY19946.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY20090.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY20257.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY20832.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY20952.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY21012.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY21047.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY21394.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY21608.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY22051.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY22206.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY22301.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY22517.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QXY22983.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QWE51655.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ34133.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ34145.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ36473.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ36485.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ36497.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ36509.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ43691.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ43703.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ43739.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ43775.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ43799.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ43822.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ43882.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ43918.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ47358.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ49274.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ50138.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ50318.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ50330.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ55225.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTZ55249.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTY19941.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QTY20167.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQW56208.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQW56220.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQW56232.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ46996.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47008.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47068.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47092.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47140.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47152.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47176.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47188.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47224.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47236.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47344.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47356.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQQ47368.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQP58697.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQP58709.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
QQP58721.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-02
UFQ59223.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QYI92371.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY13374.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY13565.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY13768.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY15246.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY15270.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY15282.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY15413.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY15461.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY15665.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY16775.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY16847.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY16894.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY18211.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY18331.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY18499.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY18595.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY18691.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY18763.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY18871.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
QXY19301.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-01-03
